Status,PO #,Ship Date,Item,Description,Notes,Date Sent from SF,Diamond ETA,Insurance Value,Drop Ship?,Actual Ship Date,Date Created,SO#,Tracking #,Quantity,Upload?,Portal URL
"Ready to Invoice,Shipped",392112,"Sep. 24, 2019",Transfer,,BE sample to be sent for replication.,"Jul. 05, 2019",,1480.00,No,"Sep. 19, 2019","Jul. 02, 2019 17:09:27",,775916530340,1,No,https://partner.brilliantearth.com/production/record-146310/
"Ready to Invoice,Shipped",392112,"Sep. 24, 2019",BE1M30D : BE1M30D-18KW-N-S6,"18K White Gold Three Stone Petite Twisted Vine Diamond Ring (2/5 ct. tw.), Size 6",Initial sample for approval	  Please set with 7.0mm RD CZ,,,1480.00,No,"Sep. 19, 2019","Jul. 02, 2019 17:09:27",,775916530340,1,No,https://partner.brilliantearth.com/production/record-146310/
"Ready to Invoice,Shipped",392112,"Sep. 24, 2019",Mold,,,,,,No,"Sep. 19, 2019","Jul. 02, 2019 17:09:27",,775916530340,1,No,https://partner.brilliantearth.com/production/record-146310/
"Ready to Invoice,Shipped",392112,"Sep. 24, 2019",Transfer,,7.0mm RD CZ,"Jul. 22, 2019",,50.00,No,"Sep. 19, 2019","Jul. 02, 2019 17:09:27",,775916530340,1,No,https://partner.brilliantearth.com/production/record-146310/
"Ready to Invoice,Shipped",392506,"Aug. 15, 2019",,,,,,,No,"Aug. 15, 2019","Jul. 03, 2019 14:30:28",,775997628736,,No,https://partner.brilliantearth.com/production/record-144843/
"Ready to Invoice,Shipped",392506,"Aug. 15, 2019",VRO CAD/Wax Model,VRO CAD/Wax Models,,,,,No,"Aug. 15, 2019","Jul. 03, 2019 14:30:28",,775997628736,1,No,https://partner.brilliantearth.com/production/record-144843/
"Ready to Invoice,Shipped",392506,"Aug. 15, 2019",Transfer,,BE sample to be sent for replication,"Jul. 05, 2019",,1352.00,No,"Aug. 15, 2019","Jul. 03, 2019 14:30:28",,775997628736,1,No,https://partner.brilliantearth.com/production/record-144843/
"Ready to Invoice,Shipped",392506,"Aug. 15, 2019",BE1D305 : BE1D305-18KW-N-S6,"18K White Gold Demi Diamond Ring (1/3 ct. tw.), Size 6",Initial sample for approval	  Please set with 7.0mm RD CZ,,,1352.00,No,"Aug. 15, 2019","Jul. 03, 2019 14:30:28",,775997628736,1,No,https://partner.brilliantearth.com/production/record-144843/
"Ready to Invoice,Shipped",392506,"Aug. 15, 2019",Transfer,,7.0mm RD CZ arriving from SF,"Jul. 11, 2019",,50.00,No,"Aug. 15, 2019","Jul. 03, 2019 14:30:28",,775997628736,1,No,https://partner.brilliantearth.com/production/record-144843/
"Ready to Invoice,Shipped",392591,"Sep. 17, 2019",,,,,,,No,"Sep. 17, 2019","Jul. 03, 2019 17:21:50",,,,No,https://partner.brilliantearth.com/production/record-143488/
"Ready to Invoice,Shipped",392591,"Sep. 17, 2019",VRO CAD/Wax Model,VRO CAD/Wax Models,,,,.00,No,"Sep. 17, 2019","Jul. 03, 2019 17:21:50",,,1,No,https://partner.brilliantearth.com/production/record-143488/
"Ready to Invoice,Shipped",392591,"Sep. 17, 2019",Transfer,,Be sample to be sent for replication.,"Jul. 05, 2019",,1480.00,No,"Sep. 17, 2019","Jul. 03, 2019 17:21:50",,,1,No,https://partner.brilliantearth.com/production/record-143488/
"Ready to Invoice,Shipped",392591,"Sep. 17, 2019",BE1M54DH : BE1M54DH-18KW-N-S6,"18K White Gold Petite Twisted Vine Halo Diamond Ring (1/4 ct. tw.), Size 6",Initial sample for approval,,,1480.00,No,"Sep. 17, 2019","Jul. 03, 2019 17:21:50",,,1,No,https://partner.brilliantearth.com/production/record-143488/
"Ready to Invoice,Shipped",392591,"Sep. 17, 2019",Mold,,,,,.00,No,"Sep. 17, 2019","Jul. 03, 2019 17:21:50",,,1,No,https://partner.brilliantearth.com/production/record-143488/
"Ready to Invoice,Shipped",392591,"Sep. 17, 2019",Transfer,,7.0mm RD CZ arriving from SF,"Jul. 17, 2019",,50.00,No,"Sep. 17, 2019","Jul. 03, 2019 17:21:50",,,1,No,https://partner.brilliantearth.com/production/record-143488/
"Ready to Invoice,Shipped",392596,"Aug. 15, 2019",,,,,,,No,"Aug. 15, 2019","Jul. 03, 2019 17:47:27",,775997628736,,No,https://partner.brilliantearth.com/production/record-144846/
"Ready to Invoice,Shipped",392596,"Aug. 15, 2019",VRO CAD/Wax Model,VRO CAD/Wax Models,,,,,No,"Aug. 15, 2019","Jul. 03, 2019 17:47:27",,775997628736,1,No,https://partner.brilliantearth.com/production/record-144846/
"Ready to Invoice,Shipped",392596,"Aug. 15, 2019",Transfer,,Be sample to be sent for replication.,"Jul. 08, 2019",,872.00,No,"Aug. 15, 2019","Jul. 03, 2019 17:47:27",,775997628736,1,No,https://partner.brilliantearth.com/production/record-144846/
"Ready to Invoice,Shipped",392596,"Aug. 15, 2019",BE1D232 : BE1D232-18KW-N-S6,"18K White Gold Aria Diamond Ring, Size 6",Initial sample for approval   Please set with 7.0mm RD CZ,,,872.00,No,"Aug. 15, 2019","Jul. 03, 2019 17:47:27",,775997628736,1,No,https://partner.brilliantearth.com/production/record-144846/
"Ready to Invoice,Shipped",392596,"Aug. 15, 2019",Mold,,,,,,No,"Aug. 15, 2019","Jul. 03, 2019 17:47:27",,775997628736,1,No,https://partner.brilliantearth.com/production/record-144846/
"Ready to Invoice,Shipped",392596,"Aug. 15, 2019",Transfer,,7.0mm RD CZ arriving from SF,"Jul. 10, 2019",,50.00,No,"Aug. 15, 2019","Jul. 03, 2019 17:47:27",,775997628736,1,No,https://partner.brilliantearth.com/production/record-144846/
None,392933,"Nov. 08, 2019",,,,,,,No,,"Jul. 05, 2019 12:07:42",,775916530340,,No,https://partner.brilliantearth.com/production/record-143772/
None,392933,"Nov. 08, 2019",VRO CAD/Wax Model,VRO CAD/Wax Models,,,,,No,,"Jul. 05, 2019 12:07:42",,775916530340,1,No,https://partner.brilliantearth.com/production/record-143772/
None,392933,"Nov. 08, 2019",Transfer,,BE Sample to be sent for replication,"Jul. 10, 2019",,396.00,No,,"Jul. 05, 2019 12:07:42",,775916530340,1,No,https://partner.brilliantearth.com/production/record-143772/
None,392933,"Nov. 08, 2019",BE1199H6 : BE1199H6-18KW-N-S6,"18K White Gold Six-Prong Petite Comfort Fit Ring, Size 6",Initial sample for approval  Please set with 7.0mm RD CZ,,,396.00,No,,"Jul. 05, 2019 12:07:42",,775916530340,1,No,https://partner.brilliantearth.com/production/record-143772/
None,392933,"Nov. 08, 2019",Mold,,,,,,No,,"Jul. 05, 2019 12:07:42",,775916530340,1,No,https://partner.brilliantearth.com/production/record-143772/
None,392933,"Nov. 08, 2019",Transfer,,7.0mm RD CZ arriving from SF,"Jul. 18, 2019",,50.00,No,,"Jul. 05, 2019 12:07:42",,775916530340,1,No,https://partner.brilliantearth.com/production/record-143772/
"Ready to Invoice,Shipped",392944,"Sep. 25, 2019",,,,,,,No,"Sep. 25, 2019","Jul. 05, 2019 12:41:48",,,,No,https://partner.brilliantearth.com/production/record-142127/
"Ready to Invoice,Shipped",392944,"Sep. 25, 2019",VRO CAD/Wax Model,VRO CAD/Wax Models,,,,,No,"Sep. 25, 2019","Jul. 05, 2019 12:41:48",,,1,No,https://partner.brilliantearth.com/production/record-142127/
"Ready to Invoice,Shipped",392944,"Sep. 25, 2019",Transfer,,BE sample being sent for replication,"Jul. 08, 2019",,760.00,No,"Sep. 25, 2019","Jul. 05, 2019 12:41:48",,,1,No,https://partner.brilliantearth.com/production/record-142127/
"Ready to Invoice,Shipped",392944,"Sep. 25, 2019",BE1D1823 : BE1D1823-18KW-N-S6,"18K White Gold Ballad Diamond Ring (1/8 ct. tw.), Size 6",Initial sample to be created for approval  Please set with 7.0mm RD CZ,,,760.00,No,"Sep. 25, 2019","Jul. 05, 2019 12:41:48",,,1,No,https://partner.brilliantearth.com/production/record-142127/
"Ready to Invoice,Shipped",392944,"Sep. 25, 2019",Mold,,,,,,No,"Sep. 25, 2019","Jul. 05, 2019 12:41:48",,,1,No,https://partner.brilliantearth.com/production/record-142127/
"Ready to Invoice,Shipped",392944,"Sep. 25, 2019",Transfer,,7.0mm RD CZ arriving from SF,"Jul. 11, 2019",,50.00,No,"Sep. 25, 2019","Jul. 05, 2019 12:41:48",,,1,No,https://partner.brilliantearth.com/production/record-142127/
"Ready to Invoice,Shipped",392945,"Jul. 24, 2019",,,,,,,No,"Jul. 24, 2019","Jul. 05, 2019 12:46:46",,1Z0X577V1341878283,,No,https://partner.brilliantearth.com/production/record-142128/
"Ready to Invoice,Shipped",392945,"Jul. 24, 2019",VRO CAD/Wax Model,VRO CAD/Wax Models,,,,,No,"Jul. 24, 2019","Jul. 05, 2019 12:46:46",,1Z0X577V1341878283,1,No,https://partner.brilliantearth.com/production/record-142128/
"Ready to Invoice,Shipped",392945,"Jul. 24, 2019",Transfer,,BE sample being sent for replication,"Jul. 08, 2019",,760.00,No,"Jul. 24, 2019","Jul. 05, 2019 12:46:46",,1Z0X577V1341878283,1,No,https://partner.brilliantearth.com/production/record-142128/
"Ready to Invoice,Shipped",392945,"Jul. 24, 2019",BE2D1823 : BE2D1823-18KW-S6,"18K White Gold Ballad Diamond Ring, Size 6",Initial sample to be created for approval,,,760.00,No,"Jul. 24, 2019","Jul. 05, 2019 12:46:46",,1Z0X577V1341878283,1,No,https://partner.brilliantearth.com/production/record-142128/
"Ready to Invoice,Shipped",392945,"Jul. 24, 2019",Mold,,,,,,No,"Jul. 24, 2019","Jul. 05, 2019 12:46:46",,1Z0X577V1341878283,1,No,https://partner.brilliantearth.com/production/record-142128/
"Ready to Invoice,Shipped",392984,"Aug. 14, 2019",,,,,,,No,"Aug. 14, 2019","Jul. 05, 2019 14:11:22",,775987355329,,No,https://partner.brilliantearth.com/production/record-145966/
"Ready to Invoice,Shipped",392984,"Aug. 14, 2019",VRO CAD/Wax Model,VRO CAD/Wax Models,,,,,No,"Aug. 14, 2019","Jul. 05, 2019 14:11:22",,775987355329,1,No,https://partner.brilliantearth.com/production/record-145966/
"Ready to Invoice,Shipped",392984,"Aug. 14, 2019",Transfer,,BE sample being sent for replication,"Jul. 09, 2019",,1192.00,No,"Aug. 14, 2019","Jul. 05, 2019 14:11:22",,775987355329,1,No,https://partner.brilliantearth.com/production/record-145966/
"Ready to Invoice,Shipped",392984,"Aug. 14, 2019",BE1D166 : BE1D166-18KW-N-S6,"18K White Gold Cambria Diamond Ring, Size 6",Initial sample for approval	  Please set with 7.0mm RD CZ,,,1192.00,No,"Aug. 14, 2019","Jul. 05, 2019 14:11:22",,775987355329,1,No,https://partner.brilliantearth.com/production/record-145966/
"Ready to Invoice,Shipped",392984,"Aug. 14, 2019",Mold,,,,,,No,"Aug. 14, 2019","Jul. 05, 2019 14:11:22",,775987355329,1,No,https://partner.brilliantearth.com/production/record-145966/
"Ready to Invoice,Shipped",392984,"Aug. 14, 2019",Transfer,,7.0mm RD CZ arriving from SF,"Jul. 29, 2019",,50.00,No,"Aug. 14, 2019","Jul. 05, 2019 14:11:22",,775987355329,1,No,https://partner.brilliantearth.com/production/record-145966/
None,393027,"Oct. 08, 2019",,,,,,,No,,"Jul. 05, 2019 16:07:58",,,,No,https://partner.brilliantearth.com/production/record-143771/
None,393027,"Oct. 08, 2019",VRO CAD/Wax Model,VRO CAD/Wax Models,,,,,No,,"Jul. 05, 2019 16:07:58",,,1,No,https://partner.brilliantearth.com/production/record-143771/
None,393027,"Oct. 08, 2019",Transfer,,BE sample being sent for replication,"Jul. 08, 2019",,1272.00,No,,"Jul. 05, 2019 16:07:58",,,1,No,https://partner.brilliantearth.com/production/record-143771/
None,393027,"Oct. 08, 2019",BE1BDB30R30 : BE1BDB30R30-18KW-N-S6,"18K White Gold Halo Diamond Ring with Side Stones (1/3 ct. tw.), Size 6",Initial sample for approval  Please set with 7.0mm RD CZ,,,1272.00,No,,"Jul. 05, 2019 16:07:58",,,1,No,https://partner.brilliantearth.com/production/record-143771/
None,393027,"Oct. 08, 2019",Mold,,,,,,No,,"Jul. 05, 2019 16:07:58",,,1,No,https://partner.brilliantearth.com/production/record-143771/
None,393027,"Oct. 08, 2019",Transfer,,7.0mm RD CZ	 arriving from SF,"Jul. 18, 2019",,50.00,No,,"Jul. 05, 2019 16:07:58",,,1,No,https://partner.brilliantearth.com/production/record-143771/
"Ready to Invoice,Shipped",393052,"Jul. 24, 2019",,,,,,,No,"Jul. 24, 2019","Jul. 05, 2019 17:02:25",,1Z0X577V1341878283,,No,https://partner.brilliantearth.com/production/record-142440/
"Ready to Invoice,Shipped",393052,"Jul. 24, 2019",VRO CAD/Wax Model,VRO CAD/Wax Models,,,,,No,"Jul. 24, 2019","Jul. 05, 2019 17:02:25",,1Z0X577V1341878283,1,No,https://partner.brilliantearth.com/production/record-142440/
"Ready to Invoice,Shipped",393052,"Jul. 24, 2019",Transfer,,BE sample to be sent for replication,"Jul. 09, 2019",,1032.00,No,"Jul. 24, 2019","Jul. 05, 2019 17:02:25",,1Z0X577V1341878283,1,No,https://partner.brilliantearth.com/production/record-142440/
"Ready to Invoice,Shipped",393052,"Jul. 24, 2019",BE1D342 : BE1D342-18KW-N-S6,"18K White Gold Flair Diamond Ring, Size 6",Initial sample for approval,,,1032.00,No,"Jul. 24, 2019","Jul. 05, 2019 17:02:25",,1Z0X577V1341878283,1,No,https://partner.brilliantearth.com/production/record-142440/
"Ready to Invoice,Shipped",393052,"Jul. 24, 2019",Mold,,,,,,No,"Jul. 24, 2019","Jul. 05, 2019 17:02:25",,1Z0X577V1341878283,1,No,https://partner.brilliantearth.com/production/record-142440/
"Ready to Invoice,Shipped",393052,"Jul. 24, 2019",Transfer,,7.0mm RD CZ arriving from SF,"Jul. 12, 2019",,50.00,No,"Jul. 24, 2019","Jul. 05, 2019 17:02:25",,1Z0X577V1341878283,1,No,https://partner.brilliantearth.com/production/record-142440/
None,393060,"Nov. 08, 2019",,,,,,,No,,"Jul. 05, 2019 17:29:31",,775997628736,,No,https://partner.brilliantearth.com/production/record-144253/
None,393060,"Nov. 08, 2019",VRO CAD/Wax Model,VRO CAD/Wax Models,,,,,No,,"Jul. 05, 2019 17:29:31",,775997628736,1,No,https://partner.brilliantearth.com/production/record-144253/
None,393060,"Nov. 08, 2019",Transfer,,BE sample to be sent for replication,"Jul. 08, 2019",,1112.00,No,,"Jul. 05, 2019 17:29:31",,775997628736,1,No,https://partner.brilliantearth.com/production/record-144253/
None,393060,"Nov. 08, 2019",BE1D2111 : BE1D2111-18KW-N-S6,"18K White Gold Vienna Diamond Ring, Size 6",Initial sample for approval	  Please set with 7.0mm RD CZ,,,1112.00,No,,"Jul. 05, 2019 17:29:31",,775997628736,1,No,https://partner.brilliantearth.com/production/record-144253/
None,393060,"Nov. 08, 2019",Mold,,,,,,No,,"Jul. 05, 2019 17:29:31",,775997628736,1,No,https://partner.brilliantearth.com/production/record-144253/
None,393060,"Nov. 08, 2019",Transfer,,7.0mm RD CZ arriving from SF,"Jul. 22, 2019",,50.00,No,,"Jul. 05, 2019 17:29:31",,775997628736,1,No,https://partner.brilliantearth.com/production/record-144253/
None,393060,"Nov. 08, 2019",Transfer,,Replacement 7.0mm RD CZ,"Aug. 21, 2019",,50.00,No,,"Jul. 05, 2019 17:29:31",,775997628736,1,No,https://partner.brilliantearth.com/production/record-144253/
"Ready to Invoice,Shipped",393065,"Oct. 16, 2019",,,,,,,No,"Oct. 16, 2019","Jul. 05, 2019 17:55:44",,776730268270,,No,https://partner.brilliantearth.com/production/record-143773/
"Ready to Invoice,Shipped",393065,"Oct. 16, 2019",VRO CAD/Wax Model,VRO CAD/Wax Models,,"Jul. 18, 2019",,,No,"Oct. 16, 2019","Jul. 05, 2019 17:55:44",,776730268270,1,No,https://partner.brilliantearth.com/production/record-143773/
"Ready to Invoice,Shipped",393065,"Oct. 16, 2019",Transfer,,BE Sample to be sent for replication,"Jul. 10, 2019",,360.00,No,"Oct. 16, 2019","Jul. 05, 2019 17:55:44",,776730268270,1,No,https://partner.brilliantearth.com/production/record-143773/
"Ready to Invoice,Shipped",393065,"Oct. 16, 2019",BE1199 : BE1199-18KW-N-S6,"18K White Gold Four-Prong Petite Comfort Fit Ring, Size 6",Initial sample for approval  Please set with 7.0mm RD CZ,"Jul. 18, 2019",,360.00,No,"Oct. 16, 2019","Jul. 05, 2019 17:55:44",,776730268270,1,No,https://partner.brilliantearth.com/production/record-143773/
"Ready to Invoice,Shipped",393065,"Oct. 16, 2019",Mold,,,,,.00,No,"Oct. 16, 2019","Jul. 05, 2019 17:55:44",,776730268270,1,No,https://partner.brilliantearth.com/production/record-143773/
"Ready to Invoice,Shipped",393065,"Oct. 16, 2019",Transfer,,7.0mm RD CZ	 arriving from SF,"Jul. 18, 2019",,50.00,No,"Oct. 16, 2019","Jul. 05, 2019 17:55:44",,776730268270,1,No,https://partner.brilliantearth.com/production/record-143773/
"Ready to Invoice,Shipped",393840,"Sep. 25, 2019",,,,,,,No,"Sep. 25, 2019","Jul. 08, 2019 16:44:03",,,,No,https://partner.brilliantearth.com/production/record-142702/
"Ready to Invoice,Shipped",393840,"Sep. 25, 2019",VRO CAD/Wax Model,VRO CAD/Wax Models,,,,,No,"Sep. 25, 2019","Jul. 08, 2019 16:44:03",,,1,No,https://partner.brilliantearth.com/production/record-142702/
"Ready to Invoice,Shipped",393840,"Sep. 25, 2019",VRO CAD/Wax Model,VRO CAD/Wax Models,BE Sample to be sent for replication,"Jul. 09, 2019",,552.00,No,"Sep. 25, 2019","Jul. 08, 2019 16:44:03",,,1,No,https://partner.brilliantearth.com/production/record-142702/
"Ready to Invoice,Shipped",393840,"Sep. 25, 2019",BE1D1959 : BE1D1959-18KW-N-S6,"18K White Gold Elodie Ring, Size 6",Initial sample for approval,,,552.00,No,"Sep. 25, 2019","Jul. 08, 2019 16:44:03",,,1,No,https://partner.brilliantearth.com/production/record-142702/
"Ready to Invoice,Shipped",393840,"Sep. 25, 2019",Mold,,,,,,No,"Sep. 25, 2019","Jul. 08, 2019 16:44:03",,,1,No,https://partner.brilliantearth.com/production/record-142702/
"Ready to Invoice,Shipped",393840,"Sep. 25, 2019",Transfer,,7.0mm RD CZ arriving from SF,"Jul. 15, 2019",,50.00,No,"Sep. 25, 2019","Jul. 08, 2019 16:44:03",,,1,No,https://partner.brilliantearth.com/production/record-142702/
None,393869,"Sep. 26, 2019",,,,,,,No,,"Jul. 08, 2019 18:02:37",,775997628736,,No,https://partner.brilliantearth.com/production/record-143486/
None,393869,"Sep. 26, 2019",VRO CAD/Wax Model,VRO CAD/Wax Models,,,,.00,No,,"Jul. 08, 2019 18:02:37",,775997628736,1,No,https://partner.brilliantearth.com/production/record-143486/
None,393869,"Sep. 26, 2019",Transfer,,BE Sample to be sent for replication,"Jul. 10, 2019",,792.00,No,,"Jul. 08, 2019 18:02:37",,775997628736,1,No,https://partner.brilliantearth.com/production/record-143486/
None,393869,"Sep. 26, 2019",BE1D616 : BE1D616-18KW-N-S6,"18K White Gold Lissome Diamond Ring, Size 6",initial sample for approval,,,792.00,No,,"Jul. 08, 2019 18:02:37",,775997628736,1,No,https://partner.brilliantearth.com/production/record-143486/
None,393869,"Sep. 26, 2019",Mold,,,,,.00,No,,"Jul. 08, 2019 18:02:37",,775997628736,1,No,https://partner.brilliantearth.com/production/record-143486/
None,393869,"Sep. 26, 2019",Transfer,,7.0mm RD CZ arriving from SF,"Jul. 17, 2019",,50.00,No,,"Jul. 08, 2019 18:02:37",,775997628736,1,No,https://partner.brilliantearth.com/production/record-143486/
None,393873,"Nov. 08, 2019",,,,,,,No,,"Jul. 08, 2019 18:18:21",,1Z0X577V1341878283,,No,https://partner.brilliantearth.com/production/record-142698/
None,393873,"Nov. 08, 2019",VRO CAD/Wax Model,VRO CAD/Wax Models,,,,,No,,"Jul. 08, 2019 18:18:21",,1Z0X577V1341878283,1,No,https://partner.brilliantearth.com/production/record-142698/
None,393873,"Nov. 08, 2019",Transfer,,BE sample to be sent for replication.,"Jul. 09, 2019",,712.00,No,,"Jul. 08, 2019 18:18:21",,1Z0X577V1341878283,1,No,https://partner.brilliantearth.com/production/record-142698/
None,393873,"Nov. 08, 2019",BE266 : BE266-18KW-S6,"18K White Gold Whisper Diamond Ring (1/10 ct. tw.), Size 6",Initial sample for approvla,,,712.00,No,,"Jul. 08, 2019 18:18:21",,1Z0X577V1341878283,1,No,https://partner.brilliantearth.com/production/record-142698/
None,393873,"Nov. 08, 2019",Mold,,,,,,No,,"Jul. 08, 2019 18:18:21",,1Z0X577V1341878283,1,No,https://partner.brilliantearth.com/production/record-142698/
None,394216,"Sep. 27, 2019",,,,,,,No,,"Jul. 09, 2019 17:15:50",,775916530340,,No,https://partner.brilliantearth.com/production/record-145179/
None,394216,"Sep. 27, 2019",VRO CAD/Wax Model,VRO CAD/Wax Models,,,,,No,,"Jul. 09, 2019 17:15:50",,775916530340,1,No,https://partner.brilliantearth.com/production/record-145179/
None,394216,"Sep. 27, 2019",Transfer,,BE Sample to be sent for replication,"Jul. 11, 2019",,1992.00,No,,"Jul. 09, 2019 17:15:50",,775916530340,1,No,https://partner.brilliantearth.com/production/record-145179/
None,394216,"Sep. 27, 2019",BE1D6034 : BE1D6034-18KW-N-S6,"18K White Gold Ava Diamond Ring (1/2 ct. tw.), Size 6",Initial sample for approval  Please set with 7.0mm RD CZ,,,1992.00,No,,"Jul. 09, 2019 17:15:50",,775916530340,1,No,https://partner.brilliantearth.com/production/record-145179/
None,394216,"Sep. 27, 2019",Mold,,,,,,No,,"Jul. 09, 2019 17:15:50",,775916530340,1,No,https://partner.brilliantearth.com/production/record-145179/
None,394216,"Sep. 27, 2019",Transfer,,7.0mm RD CZ arriving from SF,"Jul. 24, 2019",,50.00,No,,"Jul. 09, 2019 17:15:50",,775916530340,1,No,https://partner.brilliantearth.com/production/record-145179/
